-3,-2,-1,0,1,2,3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"9,483","10,656","12,027","13,641","15,553","17,835","20,58"
"9,487","10,66","12,033","13,648","15,561","17,844","20,591"
"9,491","10,665","12,038","13,654","15,568","17,853","20,602"
"9,495","10,669","12,043","13,66","15,576","17,862","20,613"
"9,499","10,674","12,048","13,666","15,583","17,871","20,624"
"9,503","10,678","12,054","13,672","15,59","17,88","20,635"
"9,506","10,683","12,059","13,678","15,598","17,889","20,645"
"9,51","10,687","12,064","13,685","15,605","17,898","20,656"
"9,514","10,692","12,069","13,691","15,613","17,907","20,667"
"9,518","10,696","12,074","13,697","15,62","17,916","20,678"
"9,522","10,701","12,08","13,703","15,628","17,925","20,689"
"9,525","10,705","12,085","13,71","15,635","17,934","20,7"
"9,529","10,709","12,09","13,716","15,642","17,943","20,711"
"9,533","10,714","12,095","13,722","15,65","17,952","20,722"
"9,537","10,718","12,1","13,728","15,657","17,961","20,733"
"9,541","10,723","12,106","13,734","15,665","17,97","20,744"
"9,544","10,727","12,111","13,74","15,672","17,978","20,755"
"9,548","10,731","12,116","13,747","15,679","17,987","20,765"
"9,552","10,736","12,121","13,753","15,687","17,996","20,776"
"9,556","10,74","12,127","13,759","15,694","18,005","20,787"
"9,559","10,745","12,132","13,765","15,702","18,015","20,799"
"9,563","10,749","12,137","13,771","15,709","18,023","20,81"
"9,567","10,754","12,142","13,778","15,717","18,032","20,821"
"9,571","10,758","12,147","13,784","15,724","18,041","20,832"
"9,575","10,762","12,153","13,79","15,731","18,05","20,842"
"9,578","10,767","12,158","13,796","15,739","18,059","20,853"
"9,582","10,771","12,163","13,802","15,746","18,068","20,864"
"9,586","10,776","12,168","13,808","15,754","18,077","20,876"
"9,59","10,78","12,173","13,815","15,761","18,086","20,886"
"9,594","10,785","12,179","13,821","15,768","18,095","20,897"
"9,597","10,789","12,184","13,827","15,776","18,104","20,908"
"9,601","10,793","12,189","13,833","15,783","18,113","20,919"
"9,605","10,798","12,194","13,84","15,791","18,122","20,93"
"9,608","10,802","12,199","13,846","15,798","18,131","20,942"
"9,612","10,806","12,205","13,852","15,806","18,14","20,952"
"9,616","10,811","12,21","13,858","15,813","18,149","20,963"
"9,62","10,815","12,215","13,864","15,82","18,158","20,974"
"9,624","10,82","12,22","13,87","15,828","18,167","20,985"
"9,627","10,824","12,225","13,877","15,835","18,176","20,997"
"9,631","10,829","12,231","13,883","15,843","18,185","21,008"
"9,635","10,833","12,236","13,889","15,85","18,194","21,018"
"9,639","10,837","12,241","13,895","15,858","18,203","21,029"
"9,642","10,842","12,246","13,901","15,865","18,212","21,04"
"9,646","10,846","12,251","13,908","15,873","18,221","21,052"
"9,65","10,851","12,257","13,914","15,88","18,23","21,063"
"9,654","10,855","12,262","13,92","15,887","18,239","21,074"
"9,657","10,859","12,267","13,926","15,895","18,248","21,085"
"9,661","10,864","12,272","13,932","15,902","18,257","21,096"
"9,665","10,868","12,277","13,938","15,91","18,266","21,107"
"9,669","10,872","12,283","13,945","15,917","18,275","21,118"
"9,672","10,877","12,288","13,951","15,924","18,284","21,129"
"9,676","10,881","12,293","13,957","15,932","18,293","21,14"
"9,68","10,886","12,298","13,963","15,939","18,303","21,152"
"9,684","10,89","12,303","13,969","15,947","18,311","21,162"
"9,687","10,894","12,309","13,976","15,954","18,32","21,173"
"9,691","10,899","12,314","13,982","15,962","18,33","21,185"
"9,695","10,903","12,319","13,988","15,969","18,339","21,196"
"9,698","10,908","12,324","13,994","15,977","18,348","21,207"
"9,702","10,912","12,329",14,"15,984","18,357","21,218"
"9,706","10,916","12,334","14,006","15,991","18,366","21,229"
"9,71","10,921","12,34","14,013","15,999","18,375","21,24"
"9,713","10,925","12,345","14,019","16,006","18,384","21,251"
"9,717","10,93","12,35","14,025","16,014","18,393","21,262"
"9,721","10,934","12,355","14,031","16,021","18,402","21,274"
"9,725","10,938","12,36","14,037","16,029","18,411","21,285"
"9,728","10,943","12,365","14,044","16,036","18,42","21,296"
"9,732","10,947","12,371","14,05","16,044","18,429","21,307"
"9,736","10,951","12,376","14,056","16,051","18,438","21,318"
"9,739","10,956","12,381","14,062","16,058","18,447","21,329"
"9,743","10,96","12,386","14,068","16,066","18,457","21,341"
"9,747","10,964","12,391","14,074","16,073","18,465","21,352"
"9,751","10,969","12,397","14,081","16,081","18,475","21,363"
"9,754","10,973","12,402","14,087","16,088","18,484","21,374"
"9,758","10,977","12,407","14,093","16,096","18,493","21,385"
"9,762","10,982","12,412","14,099","16,103","18,502","21,396"
"9,765","10,986","12,417","14,105","16,111","18,511","21,408"
"9,769","10,99","12,422","14,112","16,118","18,52","21,419"
"9,773","10,995","12,428","14,118","16,126","18,529","21,43"
"9,776","10,999","12,433","14,124","16,133","18,538","21,441"
"9,78","11,003","12,438","14,13","16,14","18,547","21,452"
"9,784","11,008","12,443","14,136","16,148","18,556","21,463"
"9,787","11,012","12,448","14,142","16,156","18,566","21,475"
"9,791","11,017","12,453","14,148","16,163","18,574","21,486"
"9,795","11,021","12,458","14,155","16,17","18,584","21,497"
"9,798","11,025","12,464","14,161","16,178","18,593","21,509"
"9,802","11,03","12,469","14,167","16,185","18,602","21,519"
"9,806","11,034","12,474","14,173","16,193","18,611","21,531"
"9,809","11,038","12,479","14,179","16,2","18,62","21,542"
"9,813","11,043","12,484","14,186","16,208","18,629","21,553"
"9,817","11,047","12,489","14,192","16,215","18,638","21,565"
"9,821","11,051","12,494","14,198","16,223","18,647","21,576"
"9,824","11,055","12,5","14,204","16,23","18,657","21,587"
"9,828","11,06","12,505","14,21","16,238","18,666","21,598"
"9,832","11,064","12,51","14,216","16,245","18,675","21,609"
"9,835","11,068","12,515","14,223","16,252","18,684","21,621"
"9,839","11,073","12,52","14,229","16,26","18,693","21,632"
"9,842","11,077","12,525","14,235","16,267","18,702","21,643"
"9,846","11,082","12,53","14,241","16,275","18,711","21,655"
"9,85","11,086","12,536","14,247","16,282","18,721","21,666"
"9,853","11,09","12,541","14,253","16,29","18,73","21,677"
"9,857","11,095","12,546","14,26","16,297","18,739","21,688"
"9,861","11,099","12,551","14,266","16,305","18,748","21,7"
"9,864","11,103","12,556","14,272","16,312","18,757","21,711"
"9,868","11,107","12,561","14,278","16,32","18,766","21,722"
"9,872","11,112","12,566","14,284","16,327","18,775","21,734"
"9,875","11,116","12,571","14,29","16,335","18,784","21,745"
"9,879","11,12","12,577","14,297","16,342","18,793","21,756"
"9,883","11,125","12,582","14,303","16,35","18,803","21,768"
"9,886","11,129","12,587","14,309","16,357","18,812","21,779"
"9,89","11,133","12,592","14,315","16,365","18,821","21,791"
"9,894","11,138","12,597","14,321","16,372","18,83","21,802"
"9,897","11,142","12,602","14,327","16,379","18,839","21,812"
"9,901","11,146","12,607","14,334","16,387","18,848","21,824"
"9,905","11,15","12,613","14,34","16,394","18,857","21,835"
"9,908","11,155","12,618","14,346","16,402","18,867","21,847"
"9,912","11,159","12,623","14,352","16,409","18,876","21,858"
"9,915","11,163","12,628","14,358","16,417","18,885","21,87"
"9,919","11,168","12,633","14,364","16,424","18,894","21,881"
"9,923","11,172","12,638","14,37","16,432","18,903","21,892"
"9,926","11,176","12,643","14,377","16,439","18,912","21,903"
"9,93","11,18","12,648","14,383","16,447","18,922","21,915"
"9,934","11,185","12,654","14,389","16,454","18,931","21,926"
"9,937","11,189","12,659","14,395","16,462","18,94","21,938"
"9,941","11,193","12,664","14,401","16,469","18,949","21,949"
"9,944","11,198","12,669","14,408","16,477","18,959","21,961"
"9,948","11,202","12,674","14,414","16,484","18,967","21,971"
"9,952","11,206","12,679","14,42","16,492","18,977","21,983"
"9,955","11,21","12,684","14,426","16,499","18,986","21,995"
"9,959","11,215","12,689","14,432","16,507","18,995","22,006"
"9,962","11,219","12,694","14,438","16,514","19,004","22,018"
"9,966","11,223","12,7","14,444","16,522","19,013","22,029"
"9,969","11,227","12,705","14,45","16,529","19,023","22,04"
"9,973","11,232","12,71","14,457","16,536","19,032","22,051"
"9,977","11,236","12,715","14,463","16,544","19,041","22,063"
"9,98","11,24","12,72","14,469","16,551","19,05","22,074"
"9,984","11,244","12,725","14,475","16,559","19,059","22,086"
"9,988","11,249","12,73","14,481","16,566","19,068","22,097"
"9,991","11,253","12,735","14,487","16,574","19,078","22,109"
"9,995","11,257","12,74","14,494","16,581","19,087","22,12"
"9,998","11,262","12,745","14,5","16,589","19,096","22,131"
"10,002","11,266","12,75","14,506","16,596","19,106","22,143"
"10,005","11,27","12,756","14,512","16,604","19,115","22,154"
"10,009","11,274","12,761","14,518","16,611","19,124","22,166"
"10,013","11,279","12,766","14,524","16,619","19,133","22,177"
"10,016","11,283","12,771","14,53","16,626","19,142","22,189"
"10,02","11,287","12,776","14,537","16,634","19,151","22,2"
"10,023","11,291","12,781","14,543","16,641","19,161","22,211"
"10,027","11,295","12,786","14,549","16,649","19,17","22,223"
"10,03","11,3","12,791","14,555","16,656","19,179","22,234"
"10,034","11,304","12,796","14,561","16,664","19,188","22,246"
"10,038","11,308","12,801","14,567","16,671","19,197","22,257"
"10,041","11,313","12,806","14,573","16,679","19,207","22,269"
"10,045","11,317","12,811","14,58","16,686","19,216","22,28"
"10,048","11,321","12,817","14,586","16,694","19,225","22,292"
"10,052","11,325","12,822","14,592","16,701","19,234","22,303"
"10,055","11,33","12,827","14,598","16,708","19,243","22,314"
"10,059","11,334","12,832","14,604","16,716","19,253","22,326"
"10,062","11,338","12,837","14,61","16,724","19,262","22,338"
"10,066","11,342","12,842","14,616","16,731","19,271","22,349"
"10,07","11,346","12,847","14,622","16,739","19,28","22,361"
"10,073","11,351","12,852","14,629","16,746","19,29","22,372"
"10,077","11,355","12,857","14,635","16,753","19,299","22,383"
"10,08","11,359","12,862","14,641","16,761","19,308","22,395"
"10,084","11,363","12,867","14,647","16,768","19,317","22,406"
"10,087","11,368","12,872","14,653","16,776","19,327","22,418"
"10,091","11,372","12,877","14,659","16,783","19,336","22,43"
"10,094","11,376","12,882","14,665","16,791","19,345","22,441"
"10,098","11,38","12,887","14,672","16,798","19,354","22,453"
"10,101","11,384","12,892","14,678","16,806","19,364","22,464"
"10,105","11,389","12,898","14,684","16,813","19,373","22,475"
"10,108","11,393","12,903","14,69","16,821","19,382","22,487"
"10,112","11,397","12,908","14,696","16,828","19,391","22,499"
"10,116","11,401","12,913","14,702","16,836","19,4","22,51"
"10,119","11,405","12,918","14,708","16,843","19,41","22,522"
