-3,-2,-1,0,1,2,3
"10,2","11,1","12,2","13,4","14,8","16,3","18,1"
"11,3","12,4","13,6","14,9","16,3","17,8","19,4"
"12,5","13,7",15,"16,3","17,8","19,4","21,1"
"13,1","14,3","15,5","16,9","18,4",20,"21,8"
"13,4","14,5","15,8","17,2","18,7","20,3","22,1"
"13,5","14,7","15,9","17,3","18,8","20,5","22,3"
"13,6","14,7",16,"17,3","18,8","20,5","22,3"
"13,7","14,8",16,"17,3","18,8","20,5","22,3"
"13,6","14,7","15,9","17,3","18,7","20,4","22,2"
"13,6","14,7","15,8","17,2","18,6","20,3","22,1"
"13,5","14,6","15,7",17,"18,5","20,1",22
"13,4","14,5","15,6","16,9","18,4",20,"21,8"
"13,4","14,4","15,5","16,8","18,2","19,8","21,6"
"13,3","14,3","15,4","16,7","18,1","19,7","21,5"
"13,2","14,2","15,3","16,6",18,"19,5","21,3"
"13,1","14,1","15,2","16,4","17,8","19,4","21,2"
"13,1",14,"15,1","16,3","17,7","19,3",21
13,"13,9",15,"16,2","17,6","19,1","20,9"
"12,9","13,9","14,9","16,1","17,5",19,"20,8"
"12,9","13,8","14,9","16,1","17,4","18,9","20,7"
"12,8","13,7","14,8",16,"17,3","18,8","20,6"
"12,8","13,7","14,7","15,9","17,2","18,7","20,5"
"12,7","13,6","14,7","15,8","17,2","18,7","20,4"
"12,7","13,6","14,6","15,8","17,1","18,6","20,3"
"12,7","13,6","14,6","15,7",17,"18,5","20,3"
"12,8","13,8","14,8",16,"17,3","18,8","20,5"
"12,8","13,7","14,8","15,9","17,3","18,8","20,5"
"12,7","13,7","14,7","15,9","17,2","18,7","20,4"
"12,7","13,6","14,7","15,9","17,2","18,7","20,4"
"12,7","13,6","14,7","15,8","17,1","18,6","20,3"
"12,6","13,6","14,6","15,8","17,1","18,6","20,2"
"12,6","13,5","14,6","15,8","17,1","18,5","20,2"
"12,5","13,5","14,6","15,7",17,"18,5","20,1"
"12,5","13,5","14,5","15,7",17,"18,5","20,1"
"12,5","13,4","14,5","15,7",17,"18,4",20
"12,4","13,4","14,5","15,6","16,9","18,4",20
"12,4","13,4","14,4","15,6","16,9","18,4",20
"12,4","13,3","14,4","15,6","16,9","18,3","19,9"
"12,3","13,3","14,4","15,5","16,8","18,3","19,9"
"12,3","13,3","14,3","15,5","16,8","18,3","19,9"
"12,3","13,2","14,3","15,5","16,8","18,2","19,9"
"12,2","13,2","14,3","15,5","16,8","18,2","19,9"
"12,2","13,2","14,3","15,4","16,8","18,2","19,8"
"12,2","13,2","14,2","15,4","16,7","18,2","19,8"
"12,2","13,1","14,2","15,4","16,7","18,2","19,8"
"12,2","13,1","14,2","15,4","16,7","18,2","19,8"
"12,1","13,1","14,2","15,4","16,7","18,2","19,8"
"12,1","13,1","14,2","15,3","16,7","18,2","19,9"
"12,1","13,1","14,1","15,3","16,7","18,2","19,9"
"12,1",13,"14,1","15,3","16,7","18,2","19,9"
"12,1",13,"14,1","15,3","16,7","18,2","19,9"
"12,1",13,"14,1","15,3","16,6","18,2","19,9"
12,13,"14,1","15,3","16,6","18,2","19,9"
12,13,"14,1","15,3","16,6","18,2",20
12,13,14,"15,3","16,6","18,2",20
12,13,14,"15,2","16,6","18,2",20
12,"12,9",14,"15,2","16,6","18,2","20,1"
12,"12,9",14,"15,2","16,6","18,2","20,1"
12,"12,9",14,"15,2","16,6","18,3","20,2"
12,"12,9",14,"15,2","16,6","18,3","20,2"
12,"12,9",14,"15,2","16,6","18,3","20,3"
